央视频道,#genre#
家庭影院,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.93:4120
淘Baby,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.238:8001
淘Baby,http://qnap.yjnhome.com:4000/rtp/239.3.1.238:8001
淘剧场,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.95:8001
淘剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.95:8001
淘娱乐,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.100:8001
淘娱乐,http://qnap.yjnhome.com:4000/rtp/239.3.1.100:8001
淘娱乐,http://qnap.yjnhome.com:4000/rtp/239.3.1.100:8001
淘电影,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.250:8001
淘电影,http://qnap.yjnhome.com:4000/rtp/239.3.1.250:8001
睛彩广场舞,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.128:8001
睛彩竞技,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.125:8001
睛彩篮球,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.126:8001
睛彩羽毛球,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.127:8001
经典电影,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.195:9024
经典电影,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.195:9024
萌宠TV,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.102:8001
萌宠TV,http://qnap.yjnhome.com:4000/rtp/239.3.1.102:8001

海南公共,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/08984400000000060000000000000382/1.m3u8
海南文旅,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/08984400000000060000000000000322/1.m3u8
海南新闻,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/08984400000000060000000000000321/1.m3u8
海南自贸,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/08984400000000060000000000000320/1.m3u8
海南卫视,https://live3.hnntv.cn/srs/tv/lywsgq.m3u8
海南自贸,https://live3.hnntv.cn/srs/tv/jjpd.m3u8
海南新闻,https://live3.hnntv.cn/srs/tv/xwpd.m3u8
海南公共,https://live3.hnntv.cn/srs/tv/ggpd.m3u8
海南文旅,https://live3.hnntv.cn/srs/tv/wlpd.m3u8
海南少儿,https://live3.hnntv.cn/srs/tv/sepd.m3u8

福建新闻,http://php.jdshipin.com:8880/fujian.php?id=3
福建旅游,http://php.jdshipin.com:8880/fujian.php?id=5
福建经济,http://php.jdshipin.com:8880/fujian.php?id=6
福建综合,http://36.248.137.69:60033/tsfile/live/1000_1.m3u8
福建乡村,http://36.248.137.69:60033/tsfile/live/1001_1.m3u8
福建新闻,http://36.248.137.69:60033/tsfile/live/1002_1.m3u8
福建电视剧,http://36.248.137.69:60033/tsfile/live/1003_1.m3u8
福建旅游,http://36.248.137.69:60033/tsfile/live/1004_1.m3u8
福建经济生活,http://36.248.137.69:60033/tsfile/live/1005_1.m3u8
福建文体,http://36.248.137.69:60033/tsfile/live/1006_1.m3u8
福建少儿,http://36.248.137.69:60033/tsfile/live/1007_1.m3u8
福建教育,http://36.248.137.69:60033/tsfile/live/1008_1.m3u8
福建乡村,http://php.jdshipin.com:8880/bestv.php?id=fjgghd4m/4000000
福建少儿,http://php.jdshipin.com:8880/bestv.php?id=fjsehd4m/4000000
福建教育,http://php.jdshipin.com:8880/bestv.php?id=fjjypdhd4m/4000000
福建文体,http://php.jdshipin.com:8880/bestv.php?id=fjtyhd4m/4000000
福建新闻,http://php.jdshipin.com:8880/bestv.php?id=fjxwhd8m/8000000
福建旅游,http://php.jdshipin.com:8880/bestv.php?id=fjlyhd4m/4000000
福建电视剧,http://php.jdshipin.com:8880/bestv.php?id=fjdsjhd4m/4000000
福建经济,http://php.jdshipin.com:8880/bestv.php?id=fjjjshhd4m/4000000
福建综合,http://php.jdshipin.com:8880/bestv.php?id=fjzhhd4m/4000000

湖北经济频道,http://ddns.372101.best:9981/stream/channelid/1084631270?profile=pass
湖北综合,http://ddns.372101.best:9981/stream/channelid/121003735?profile=pass
湖北垄上,http://ddns.372101.best:9981/stream/channelid/1609287938?profile=pass
湖北公共,http://ddns.372101.best:9981/stream/channelid/1793335676?profile=pass
湖北影视,http://ddns.372101.best:9981/stream/channelid/193481451?profile=pass
湖北教育,http://ddns.372101.best:9981/stream/channelid/967209729?profile=pass
湖北生活,http://ddns.372101.best:9981/stream/channelid/1615361765?profile=pass

山西影视,http://live.cooltv.top/tv/cutv.php?id=sxys
山西影视,http://live.cooltv.top/tv/tide.php?id=sxys
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西经济科技,http://live.cooltv.top/tv/tide.php?id=sxjj
山西经济科技,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西经济科技,http://live.cooltv.top/tv/cutv.php?id=sxjj
山西社会法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true

宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏影视,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8

云南国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8
云南都市,http://tvlive.ynradio.com/live/yunnandushi/playlist.m3u8
云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/playlist.m3u8
云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/playlist.m3u8
云南都市,http://tvlive.ynradio.com/live/yunnangonggong/playlist.m3u8

浙江钱江都市,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221233005/1/index.m3u8?fmt=ts2hls
浙江经济生活,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221233008/1/index.m3u8?fmt=ts2hls
浙江科教影视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221233002/1/index.m3u8?fmt=ts2hls
浙江民生休闲,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232996/1/index.m3u8?fmt=ts2hls
浙江公共新闻,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221233052/1/index.m3u8?fmt=ts2hls
浙江少儿,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221233011/1/index.m3u8?fmt=ts2hls
湖州TV-1新闻综合,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235527/396328931.smil/index.m3u8?fmt=ts2hls
湖州TV-2文化娱乐,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235529/396328931.smil/index.m3u8?fmt=ts2hls
湖州TV-3公共频道,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235526/396328931.smil/index.m3u8?fmt=ts2hls
金华TV-1新闻综合,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221234612/396328931.smil/index.m3u8?fmt=ts2hls
金华TV-2教育科技,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221234568/396328931.smil/index.m3u8?fmt=ts2hls
金华TV-3公共频道,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221234615/396328931.smil/index.m3u8?fmt=ts2hls
嘉兴TV-1新闻综合,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235458/396328931.smil/index.m3u8?fmt=ts2hls
嘉兴TV-2文化影视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235447/396328931.smil/index.m3u8?fmt=ts2hls
嘉兴TV-3公共频道,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235460/396328931.smil/index.m3u8?fmt=ts2hls
舟山TV-1新闻综合,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235449/396328931.smil/index.m3u8?fmt=ts2hls
舟山TV-2公共频道,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235445/396328931.smil/index.m3u8?fmt=ts2hls
丽水TV-1新闻综合,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235528/396328931.smil/index.m3u8?fmt=ts2hls
丽水TV-2丽水公共,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235525/396328931.smil/index.m3u8?fmt=ts2hls
丽水TV-3文化休闲,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236237/index.m3u8

#浙江
江苏城市,https://tv.myukj.cn/jiangsu.php?id=jscs
江苏公共新闻,https://tv.myukj.cn/jiangsu.php?id=jsgg
江苏综艺,https://tv.myukj.cn/jiangsu.php?id=jszy
福建综合,https://tv.myukj.cn/bst.php?id=fjzh
福建新闻,https://tv.myukj.cn/bst.php?id=fjxw
福建电视剧,https://tv.myukj.cn/bst.php?id=fjdsj
福建经济,https://tv.myukj.cn/bst.php?id=fjjj
福建文体,https://tv.myukj.cn/bst.php?id=fjwt
福建少儿,https://tv.myukj.cn/bst.php?id=fjse
福建乡村振兴公共,https://tv.myukj.cn/bst.php?id=fjgg
福建旅游,https://tv.myukj.cn/bst.php?id=fjly
福建教育,https://tv.myukj.cn/bst.php?id=fjjy
江西经济生活,https://tv.myukj.cn/gitv.php?id=jxjs
江西少儿,https://tv.myukj.cn/gitv.php?id=jxse
江西新闻,https://tv.myukj.cn/gitv.php?id=jxxw
河南都市,https://tv.myukj.cn/hntv.php?id=hnds
河南民生,https://tv.myukj.cn/hntv.php?id=hnms
河南法治,https://tv.myukj.cn/hntv.php?id=hmfz
河南电视剧,https://tv.myukj.cn/hntv.php?id=hndsj
河南新闻,https://tv.myukj.cn/hntv.php?id=hnxw
河南公共,https://tv.myukj.cn/hntv.php?id=hngg
河南乡村,https://tv.myukj.cn/hntv.php?id=hnxc
睛彩中原,https://tv.myukj.cn/hntv.php?id=jczy
象视界,https://tv.myukj.cn/hntv.php?id=xsj
重庆新闻,https://tv.myukj.cn/cqyx.php?id=CQTVNewsHD
重庆影视,https://tv.myukj.cn/cqyx.php?id=cqyingshiHD
重庆社会与法,https://tv.myukj.cn/cqyx.php?id=CQTVTrendyHD
重庆时尚生活,https://tv.myukj.cn/cqyx.php?id=cqssgwHD
重庆文体娱乐,https://tv.myukj.cn/cqyx.php?id=cqwtylHD
重庆新农村,https://tv.myukj.cn/cqyx.php?id=cqggncHD
重庆少儿,https://tv.myukj.cn/cqyx.php?id=cqseHD
重庆科教,https://tv.myukj.cn/cqyx.php?id=CQTVkejiaoHD
四川新闻,https://tv.myukj.cn/sxgg.php?id=SCTV-4H265_4000
四川妇女儿童,https://tv.myukj.cn/sxgg.php?id=SCTV-7-_4000
四川文化旅游,https://tv.myukj.cn/sxgg.php?id=SCTV-3-H265_4000
四川科教,https://tv.myukj.cn/sxgg.php?id=SCTV-ggSCTV-8_4000
四川经济,https://tv.myukj.cn/sxgg.php?id=SCTV-2-H265_4000
四川乡村,https://tv.myukj.cn/sxgg.php?id=SCTV-kjSCTV-9-_4000
四川影视文艺,https://tv.myukj.cn/sxgg.php?id=SCTV-5-scysH265_4000
峨眉电影,https://tv.myukj.cn/sxgg.php?id=emdygqH265_4000
4K超高清电影,https://tv.myukj.cn/sxgg.php?id=emdy4k_8000
成都新闻综合,https://tv.myukj.cn/sxgg.php?id=CDTV-1_4000
天元围棋,https://tv.myukj.cn/sxgg.php?id=tywq_2000


江苏国际,https://itv-v6.myxcwh.com:4399/cn/zj/dx/202.37:5140
浙江钱江都市,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.132:5140
浙江之江纪录,https://itv-v6.myxcwh.com:4399/cn/zj/dx/202.25:5140
浙江经济生活,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.133:5140
浙江科教影视,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.134:5140
浙江民生休闲,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.136:5140
浙江公共新闻,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.137:5140
浙江少儿,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.138:5140
杭州综合,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.173:5140
杭州西湖明珠,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.174:5140
杭州生活,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.175:5140
杭州影视,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.176:5140
杭州青少体育,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.177:5140
杭州导视,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.182:5140
宁波新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.168:5140
宁波经济生活,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.178:5140
宁波都市文体,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.179:5140
宁波影视剧,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.180:5140
衢州新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/dx/202.11:5140
衢州公共,https://itv-v6.myxcwh.com:4399/cn/zj/dx/202.12:5140
绍兴新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.156:5140
温州新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.87:5140
湖州新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35527/index.m3u8?fmt=ts2hls
湖州文化娱乐,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35529/index.m3u8?fmt=ts2hls
湖州公共频道,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35526/index.m3u8?fmt=ts2hls
金华新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/yd/34612/index.m3u8?fmt=ts2hls
金华教育科技,https://itv-v6.myxcwh.com:4399/cn/zj/yd/34568/index.m3u8?fmt=ts2hls
金华公共频道,https://itv-v6.myxcwh.com:4399/cn/zj/yd/34615/index.m3u8?fmt=ts2hls
嘉兴新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35458/index.m3u8?fmt=ts2hls
嘉兴文化影视,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35447/index.m3u8?fmt=ts2hls
嘉兴公共频道,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35460/index.m3u8?fmt=ts2hls
舟山新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35449/index.m3u8?fmt=ts2hls
舟山公共频道,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35445/index.m3u8?fmt=ts2hls
普陀电视台,https://itv-v6.myxcwh.com:4399/cn/zj/yd/36558/1/index.m3u8?fmt=ts2hls
丽水新闻综合,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35528/index.m3u8?fmt=ts2hls
丽水公共,https://itv-v6.myxcwh.com:4399/cn/zj/yd/35525/index.m3u8?fmt=ts2hls
河南梨园,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN6380788ba7bed/index.m3u8?m3u8_level=2
文物宝库,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN638078a346161/index.m3u8?m3u8_level=2
武术世界,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN638078be5d654/index.m3u8?m3u8_level=2
湖北公共新闻,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN6380726d0ee3b/index.m3u8?m3u8_level=2
湖北教育,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN638072a6cbbf6/index.m3u8?m3u8_level=2
湖北经视,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN63807203543e3/index.m3u8?m3u8_level=2
湖北垄上,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN638072463c333/index.m3u8?m3u8_level=2
湖北生活,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN638072c62e405/index.m3u8?m3u8_level=2
湖北影视,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN6380728abccd2/index.m3u8?m3u8_level=2
湖北综合,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN638072216f7da/index.m3u8?m3u8_level=2
快乐垂钓,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.109:5140
茶频道,https://itv-v6.myxcwh.com:4399/cn/zj/dx/201.188:5140
金鹰纪实,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN4766929BESTVSMGSMG/index.m3u8?m3u8_level=2
金鹰卡通,https://itv-v6.myxcwh.com:4399/cn/hb/yd/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?m3u8_level=2
海南自贸,https://itv-v6.myxcwh.com:4399/cn/hnd/yd/zte/08984400000000060000000000000320/1.m3u8?IASHttpSessionId=RR1301020240627172810934742
海南新闻,https://itv-v6.myxcwh.com:4399/cn/hnd/yd/zte/08984400000000060000000000000321/1.m3u8?IASHttpSessionId=RR1301020240627172810934742
海南文旅,https://itv-v6.myxcwh.com:4399/cn/hnd/yd/zte/08984400000000060000000000000322/1.m3u8?IASHttpSessionId=RR1301020240627172810934742
海南少儿,https://itv-v6.myxcwh.com:4399/cn/hnd/yd/zte/08984400000000060000000000000323/1.m3u8?IASHttpSessionId=RR1301020240627172810934742
海南公共,https://itv-v6.myxcwh.com:4399/cn/hnd/yd/zte/08984400000000060000000000000382/1.m3u8?IASHttpSessionId=RR1301020240627172810934742
陕西新闻资讯,https://itv-v6.myxcwh.com:4399/cn/xs/gd/25500/index.m3u8
陕西都市青春,https://itv-v6.myxcwh.com:4399/cn/xs/gd/25830/index.m3u8
陕西西部电影,https://itv-v6.myxcwh.com:4399/cn/xs/gd/26332/index.m3u8
陕西生活,https://itv-v6.myxcwh.com:4399/cn/xs/gd/26331/index.m3u8
陕西影视,https://itv-v6.myxcwh.com:4399/cn/xs/gd/26329/index.m3u8
陕西公共,https://itv-v6.myxcwh.com:4399/cn/xs/gd/26334/index.m3u8
陕西体育休闲,https://itv-v6.myxcwh.com:4399/cn/xs/gd/26093/index.m3u8
西安新闻综合,https://itv-v6.myxcwh.com:4399/cn/xs/gd/25668/index.m3u8
甘肃都市,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26248/index.m3u8
甘肃公共应急,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26250/index.m3u8
甘肃经济,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26252/index.m3u8
甘肃文化影视,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26287/index.m3u8
甘肃少儿,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26289/index.m3u8
兰州新闻综合,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26242/index.m3u8
兰州文旅,https://itv-v6.myxcwh.com:4399/cn/gs/yd/a1/26597/index.m3u8

黑莓频道,#genre#
哒啵赛事,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/wmyx/1.m3u8
黑莓动画,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/donghuawg/1.m3u8
黑莓电影,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jdianying/1.m3u8
哒啵电竞,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000006000032327
哒啵电竞,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000006000032327/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000032327
精彩影视,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000063

求索频道,#genre#
求索记录,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000010
求索生活,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000008
求索科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000011
求索动物,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000009

特色频道,#genre#
#江苏
Y+,https://itv-v6.myxcwh.com:4399/cn/zj/yd/29999/1/index.m3u8?fmt=ts2hls
重温经典,https://itv-v6.myxcwh.com:4399/cn/zj/yd/36436/index.m3u8?fmt=ts2hls
Drama,https://itv-v6.myxcwh.com:4399/cn/zj/yd/36208/index.m3u8
Movie,https://itv-v6.myxcwh.com:4399/cn/zj/yd/36157/index.m3u8
咪咕电影轮播1,https://itv-v6.myxcwh.com:4399/cn/zj/yd/36153/index.m3u8
咪咕电影轮播2,https://itv-v6.myxcwh.com:4399/cn/zj/yd/36204/index.m3u8

快乐垂钓,http://120.210.193.151:8006/120000001002/XMTklcd/1.m3u8
茶,http://120.210.193.151:8006/120000001002/XMTcha/1.m3u8
文物,http://120.210.193.151:8006/120000001002/XMTwenwu/1.m3u8
梨园,http://120.210.193.151:8006/120000001002/XMTliyuan/1.m3u8
武术,http://120.210.193.151:8006/120000001002/XMTwushu/1.m3u8
纬来精采HD,http://61.221.215.25:8800/hls/48/index.m3u8
咪咕全民热练,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8000k-1080P-quanminrl/1.m3u8
咪咕精彩足球频道,http://120.210.193.151:8006/120000001002/HD-8000k-1080P-miguaoyun1/1.m3u8
咪咕综合体育,http://120.210.193.151:8006/120000001002/HD-8000k-1080P-miguaoyun2/1.m3u8

Y+,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/1/index.m3u8?fmt=ts2hls
重温经典,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236436/396328931.smil/index.m3u8?fmt=ts2hls
陕西西部电影,http://php.jdshipin.com:8880/qly.php?id=6332
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv

1905极限反转,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905环球经典,http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905极限反转,https://tv.myukj.cn/1905.php?id=1905a
1905环球经典,https://tv.myukj.cn/1905.php?id=1905b

上视七彩戏剧,http://php.jdshipin.com:8880/bestv.php?id=qcxjhd8m/8000000
上视七彩戏剧,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031116
上视七彩戏剧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000010
上视东方影视,http://php.jdshipin.com:8880/bestv.php?id=dfyshd8m/8000000
上视东方影视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000032212
上视东方影视,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000013
上视东方财经,http://php.jdshipin.com:8880/bestv.php?id=dfcjhd8m/8000000
上视东方财经,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000007000010003
上视东方财经,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000090
上视乐游,http://php.jdshipin.com:8880/bestv.php?id=qjshd8m/8000000
上视乐游,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031112
上视乐游,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000059
上视乐游,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000092
上视五星体育,http://php.jdshipin.com:8880/bestv.php?id=wxtyhd8m/8000000
上视五星体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000007
上视动漫秀场,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031113
上视动漫秀场,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000009
上视劲爆体育,http://php.jdshipin.com:8880/bestv.php?id=jbtyhd8m/8000000
上视劲爆体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000008
上视劲爆体育,https://tv.myukj.cn/sxgg.php?id=lqhxjcHDH265_4000
上视哈哈炫动,http://php.jdshipin.com:8880/bestv.php?id=hhxd8m/8000000
上视哈哈炫动,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031123
上视国际频道,http://php.jdshipin.com:8880/bestv.php?id=icshd8m/8000000
上视国际频道,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000030951
上视国际频道,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000001
上视教育频道,http://php.jdshipin.com:8880/bestv.php?id=setvhd/8000000
上视新视觉,http://php.jdshipin.com:8880/bestv.php?id=xsjhd8m/8000000
上视新闻综合,http://php.jdshipin.com:8880/bestv.php?id=xwzhhd8m/8000000
上视新闻综合,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031110
上视新闻综合,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000005
上视欢笑剧场,http://php.jdshipin.com:8880/bestv.php?id=hxjc8m/8000000
上视欢笑剧场,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000002000009455
上视欢笑剧场,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000016
上视欢笑剧场4K,http://php.jdshipin.com:8880/bestv.php?id=hxjc4k/15000000
上视法治天地,http://php.jdshipin.com:8880/bestv.php?id=fztd8m/8000000
上视法治天地,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=9001547084732463424
上视法治天地,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000014
上视游戏风云,http://php.jdshipin.com:8880/bestv.php?id=yxfy8m/8000000
上视游戏风云,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031114
上视游戏风云,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000011
上视生活时尚,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000002000019634
上视生活时尚,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000006
上视魅力足球,http://php.jdshipin.com:8880/bestv.php?id=mlyyhd8m/8000000
中国天气,http://php.jdshipin.com:8880/bestv.php?id=zgqx/1300000
亚洲影院,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000006
健康养生,http://php.jdshipin.com:8880/bestv.php?id=jkys8m/8000000
全球大片,http://php.jdshipin.com:8880/bestv.php?id=qqdp8m/8000000
动漫秀场,http://php.jdshipin.com:8880/bestv.php?id=dmxc8m/8000000
北京卡酷少儿,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=7851974109718180595
北京纪实科教,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031204
北京纪实科教,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000065
北京纪实科教,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000003000000026
北京纪实科教,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001910
北京纪实科教,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000028380
北京纪实科教,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265020
华数服务,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000025
华语影院,http://php.jdshipin.com:8880/bestv.php?id=hyyy8m/8000000
南海网,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8978605063318475207
宝宝动画,http://php.jdshipin.com:8880/bestv.php?id=bbdh8m/8000000
少儿动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000003
